reaction_id,article_id,entity,entity_type,asian_status,reaction,reaction_reason
reaction_6569,Article_250,4chan,business_entities,Not applicable,Cannot be inferred,
reaction_657,Article_35,Joe Wong,victims,Asian,Cannot be inferred,"Joe Wong, a member of the Chinatown Main Street board of directors, said some places have stayed open in the hopes of using meats and vegetables that would otherwise spoil — an even greater financial loss than their operating costs. Wong said the efforts are necessary to get the neighborhood back on its feet. ""I don't know of any permanent closures . . . most people are still hopeful,"" he said. ""We are doing a lot more than the other Main Street branches to make sure that stays that way."""
reaction_6570,Article_250,The Donald,business_entities,Not applicable,Cannot be inferred,
reaction_6571,Article_250,Facebook,business_entities,Not applicable,Cannot be inferred,"On Facebook and Twitter, people blamed the pandemic on China, with users posting hashtags such as #gobacktochina and #makethecommiechinesepay. Facebook and Twitter eventually ruled that the screenshot was fake and blocked it."
reaction_6572,Article_250,Twitter,business_entities,Not applicable,Politicians initiated anti-Asian hate and racism,"Trump also posted eight times on Twitter last March about the 'Chinese virus,' causing vitriolic reactions."
reaction_6573,Article_250,Fox News,business_entities,Not applicable,Cannot be inferred,
reaction_6574,Article_250,Zignal Labs,business_entities,Not applicable,Cannot be inferred,
reaction_6575,Article_250,CrowdTangle,business_entities,Not applicable,Cannot be inferred,
reaction_6576,Article_251,Edwanna Andrews,professionals,Cannot be inferred,Support Asian Americans,"""Hate in any form will not be tolerated on our UCF campuses, because our commitment to valuing excellence that comes from our differences is stronger than hate,"" said Dr. Edwanna Andrews of UCF Student Development and Enrollment Services."
reaction_6577,Article_251,Unknown Gunman,perpetrators,Cannot be inferred,Cannot be inferred,"That was the message Tuesday night at a vigil at the University of Central Florida honoring the eight victims, including six Asians, who were shot to death by a gunman last week at Atlanta-area spas."
reaction_6578,Article_251,Asian Spa Shooting Victims,victims,Asian,Cannot be inferred,"That was the message Tuesday night at a vigil at the University of Central Florida honoring the eight victims, including six Asians, who were shot to death by a gunman last week at Atlanta-area spas."
reaction_6579,Article_251,Mimi Chan,other_individuals,Asian,Support Asian Americans,Together Chan urged that legislation condemning hate crimes against Asian Americans to be passed.
reaction_658,Article_35,Huang's son,victims,Asian,Cannot be inferred,"She enlisted her son's help, but she said he can't find anything to pull her out of the hole."
reaction_6580,Article_251,Danny Chen,other_individuals,Asian,Cannot be inferred,
reaction_6581,Article_251,Danny Chen's Grandmother,other_individuals,Asian,Cannot be inferred,
reaction_6582,Article_251,Abdullah Saqib,other_individuals,Non-Asian,Support Asian Americans,"Imam Abdullah Saqib of the Islamic Center of Orlando and President of the Muslim student association at UCF said he stands with ""our brothers and sisters from the Asian community."""
reaction_6583,Article_251,Janine Do,other_individuals,Asian,Cannot be inferred,"Since the Atlanta homicides, she locks the door between customers. Her mother has also put a sign up at the store stating she is not Chinese, but Vietnamese."
reaction_6584,Article_251,Janine Do's Mother,other_individuals,Asian,Cannot be inferred,"Her mother has also put a sign up at the store stating she is not Chinese, but Vietnamese."
reaction_6585,Article_251,Juli Meyer,other_individuals,Asian,Support Asian Americans,"""Hopefully this event will bring more awareness to hate crimes in the Asian community."""
reaction_6586,Article_251,Law Enforcement Agencies,law_enforcement_agencies,Not applicable,Cannot be inferred,"Law enforcement agencies should also take an active role in hate crimes as well as hate incidents, which can be instances of harassment or verbal abuse, she said."
reaction_6587,Article_251,Wah Lum Kung Fu and Tai Chi Temple,business_entities,Not applicable,Cannot be inferred,
reaction_6588,Article_251,University of Central Florida,community_groups,Not applicable,Attending marches/rallies,"That was the message Tuesday night at a vigil at the University of Central Florida honoring the eight victims, including six Asians, who were shot to death by a gunman last week at Atlanta-area spas."
reaction_6589,Article_251,InterVarsity Christian Fellowship,community_groups,Not applicable,Cannot be inferred,
reaction_659,Article_35,Local officials,other_individuals,Cannot be inferred,Cannot be inferred,Local officials and residents rallied patrons to come back for shumai and congee with Dim Sum Brunches and desperate pleas online.
reaction_6590,Article_251,Islamic Center of Orlando,community_groups,Not applicable,Support Asian Americans,"Imam Abdullah Saqib of the Islamic Center of Orlando and President of the Muslim student association at UCF said he stands with ""our brothers and sisters from the Asian community."""
reaction_6591,Article_251,Muslim Student Association,community_groups,Not applicable,Support Asian Americans,"Imam Abdullah Saqib of the Islamic Center of Orlando and President of the Muslim student association at UCF said he stands with ""our brothers and sisters from the Asian community."""
reaction_6592,Article_251,Valencia College,community_groups,Not applicable,Cannot be inferred,
reaction_6593,Article_252,Donald Trump,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"As then United States President Donald Trump amped up his ""China virus"" rhetoric"
reaction_6594,Article_252,Eunice Lau,professionals,Asian,Calling for being united,"""And that's what I feel - this is the moment, we've got to seize this moment to say, let's fight for our dignity, because if we don't fight, nothing's going to change."" ""Nobody's going to give it to us on a silver plate. We've got to fight for it ourselves."""
reaction_6595,Article_252,Jerrine Tan,professionals,Asian,Not confronting attacker/harasser or not reporting,"""Before mask wearing became widely practised, I feared marking myself as 'foreign' by wearing one. Then I feared being 'exposed' as Asian when not wearing one. So I covered up completely."" ""Under my hat, behind my sunglasses and mask, who could know who or what I was?"" ""As then United States President Donald Trump amped up his 'China virus' rhetoric, Dr Tan and her husband decided to stop walking in the woods with their dog for fear of running into a 'gun-toting Trump supporter'."""
reaction_6596,Article_252,Asian Elderly Woman,victims,Asian,Cannot be inferred,
reaction_6597,Article_252,Asian Elderly Man,victims,Asian,Cannot be inferred,
reaction_6598,Article_252,Asian Women Victims,victims,Asian,Cannot be inferred,
reaction_6599,Article_252,Josephine Lee,other_individuals,Asian,Cannot be inferred,
reaction_66,Article_4,Jason,other_individuals,Asian,Attending marches/rallies,"Moy and Jason, the two cousins from McKinley Park and Chinatown who joined the rally"
reaction_660,Article_35,Residents,other_individuals,Cannot be inferred,Cannot be inferred,Local officials and residents rallied patrons to come back for shumai and congee with Dim Sum Brunches and desperate pleas online.
reaction_6600,Article_252,Facebook User,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_6601,Article_252,Jerrine Tan's Husband,other_individuals,Cannot be inferred,Not confronting attacker/harasser or not reporting,Dr Tan and her husband decided to stop walking in the woods with their dog for fear of running into a 'gun-toting Trump supporter'.
reaction_6602,Article_252,Trump Supporter,other_individuals,Non-Asian,Cannot be inferred,"As then United States President Donald Trump amped up his ""China virus"" rhetoric, Dr Tan and her husband decided to stop walking in the woods with their dog for fear of running into a ""gun-toting Trump supporter""."
reaction_6603,Article_252,Unidentified Attacker,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_6604,Article_252,Federal Courthouse,government_bodies,Not applicable,Cannot be inferred,
reaction_6605,Article_252,Singaporeans in Americas,community_groups,Not applicable,Cannot be inferred,
reaction_6606,Article_253,Pa Lee Moua,professionals,Asian,Fostering conversations about anti-Asian hate,"Moua said the events are a way to vocalize the struggles so many Asian Americans face. 'Our culture and our community is a very silent community going back to trauma and keeping everything bottled in. We have to change that. We have to use our voice,' she said."
reaction_6607,Article_253,Pam Her,professionals,Asian,Cannot be inferred,"For Pam Her of Appleton, owner of 4Chi Business Solutions, the deaths drove home a fear she had been protecting her family and AAPI neighbors against since the early days of the pandemic.; Her, like many other Hmong residents in the region, had to find ways to protect herself as the number of reports of discrimination and violence grew during the pandemic.; Her's family began traveling only during the day and keeping an eye on family members whenever they stepped outside.; ""We did all our shopping, all the things that we need to do during the day and not go shopping at night â€“ shopping in pairs, taking care of our families, our grandparents, our elderly parents, our elderly uncles and aunts, making sure they don't go to a store by themselves,"" Her said.; ""If our grandparents or our mothers or fathers are going outside, even beyond our home, just to the garden next to our home, we watch them. We make sure that we are able to see them, that there's a window to protect them.""; When Her heard about the shootings in Atlanta, one of her biggest fears came true.; ""We did not think about our Asian businesses and safety protocols for them because they are a sitting target,"" she said."
reaction_6608,Article_253,Tara Yang,professionals,Asian,Not confronting attacker/harasser or not reporting,Yang noted she has heard about incidents that went unreported.
reaction_6609,Article_253,Sheng L. Riechers,professionals,Asian,Cannot be inferred,
reaction_661,Article_35,Restaurateurs,other_individuals,Cannot be inferred,Cannot be inferred,"In response, restaurateurs have implemented cost-cutting measures, including truncated hours, shortened menus, and widespread layoffs."
reaction_6610,Article_253,Kevin Warych,professionals,Cannot be inferred,Organizing a town hall,Green Bay Police Commander Kevin Warych said the police department will start holding community meetings with Asian American residents in Green Bay.
reaction_6611,Article_253,Thai Xiong,professionals,Asian,Calling for being united,"""We are supporting each other because if other communities are willing to stand out with us, then we should be willing to stand up with them as well,"" he said."
reaction_6612,Article_253,Mai J. Lo Lee,professionals,Asian,Fostering conversations about anti-Asian hate,"Mai J. Lo Lee, diversity director at the University of Wisconsin-Green Bay's Multi-Ethnic Student Affairs Office, noted people might make a social media post or correct a stranger's hateful or rude comment on the internet, but the hard part is holding conversations daily about hate against Asian Americans and Pacific Islanders."
reaction_6613,Article_253,Soon Chung Park,victims,Asian,Cannot be inferred,
reaction_6614,Article_253,Hyun Jung Grant,victims,Asian,Cannot be inferred,
reaction_6615,Article_253,Suncha Kim,victims,Asian,Cannot be inferred,
reaction_6616,Article_253,Yong Ae Yue,victims,Asian,Cannot be inferred,
reaction_6617,Article_253,Delaina Ashley Yaun,victims,Cannot be inferred,Cannot be inferred,
reaction_6618,Article_253,Paul Andre Michels,victims,Cannot be inferred,Cannot be inferred,
reaction_6619,Article_253,Daoyou Feng,victims,Asian,Cannot be inferred,
reaction_662,Article_35,Property owners,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_6620,Article_253,Xiaojie Tan,victims,Asian,Cannot be inferred,
reaction_6621,Article_253,Vicha Ratanapakdee,victims,Asian,Speaking up on social media,Advocates and residents around the country already had been speaking up about the rise in violence after reports of a series of attacks this year against Asian seniors and the killing of 84-year-old Vicha Ratanapakdee in San Francisco.
reaction_6622,Article_253,Donald Trump,other_individuals,Non-Asian,Cannot be inferred,
reaction_6623,Article_253,Unknown Attacker(s),other_individuals,Cannot be inferred,Cannot be inferred,
reaction_6624,Article_253,Green Bay Police Department,law_enforcement_agencies,Not applicable,Organizing a town hall,Green Bay Police Commander Kevin Warych said the police department will start holding community meetings with Asian American residents in Green Bay.
reaction_6625,Article_253,Appleton Area School District,government_bodies,Not applicable,Cannot be inferred,"Moua, the diversity, equity, and inclusion officer for the Appleton Area School District, also sent emails to Asian American and Pacific Islander (AAPI) staff in the district to check in with them and their students to make sure they knew they had an open space to process and grieve following the shootings."
reaction_6626,Article_253,City of Appleton,government_bodies,Not applicable,Cannot be inferred,
reaction_6627,Article_253,University of Wisconsin-Green Bay's Multi-Ethnic Student Affairs Office,government_bodies,Not applicable,Fostering conversations about anti-Asian hate,"Mai J. Lo Lee, diversity director at the University of Wisconsin-Green Bay's Multi-Ethnic Student Affairs Office, noted people might make a social media post or correct a stranger's hateful or rude comment on the internet, but the hard part is holding conversations daily about hate against Asian Americans and Pacific Islanders."
reaction_6628,Article_253,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,"Stop AAPI Hate, an advocacy group, reported nearly 3,800 incidents of harassment, discrimination and violence against Asian Americans and Pacific Islanders from March 2020 to February 2021 nationwide, compared with around 100 incidents in previous years."
reaction_6629,Article_253,N.E.W. Hmong Professionals,ngo_or_advocacy_groups,Not applicable,Speaking up on social media,"But everyone can speak out on issues affecting Asian Americans and other marginalized groups, said Thai Xiong, the director of STEM and health and human performance at the Appleton school district and co-chair of N.E.W. Hmong Professionals."
reaction_663,Article_35,Developers,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_6630,Article_253,4Chi Business Solutions,business_entities,Not applicable,Cannot be inferred,
reaction_6631,Article_253,Main Oriental Market,business_entities,Not applicable,Cannot be inferred,
reaction_6632,Article_255,London Breed,politicians,Cannot be inferred,Increasing patrols,"On Wednesday, San Francisco Mayor London Breed directed police in her city to â€œincrease patrols in areas with a high number of Asian residents, visitors, and businesses immediately.â€"
reaction_6633,Article_255,Joe Biden,politicians,Non-Asian,Cannot be inferred,
reaction_6634,Article_255,Unidentified Man,perpetrators,Cannot be inferred,Cannot be inferred,"The attacker, who was said to be 39 years old, was arrested after he assaulted an 83-year-old Asian male and fled on foot, the San Francisco Police Department told the Washington Examiner in an email. He struck the 79-year-old woman while fleeing a security guard who witnessed the first attack and was later detained, SFPD added."
reaction_6635,Article_255,Robert Aaron Long,perpetrators,Non-Asian,Cannot be inferred,
reaction_6636,Article_255,Elderly Asian Woman,victims,Asian,Cannot be inferred,
reaction_6637,Article_255,83-year-old Asian Male,victims,Asian,Cannot be inferred,
reaction_6638,Article_255,Vichar Ratanapakdee,victims,Asian,Cannot be inferred,
reaction_6639,Article_255,Pak Ho,victims,Asian,Cannot be inferred,
reaction_664,Article_35,Volunteers,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_6640,Article_255,Danny Yu Chang,victims,Asian,Cannot be inferred,
reaction_6641,Article_255,Security Guard,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_6642,Article_255,Bystanders,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_6643,Article_255,San Francisco Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,"""Both assaults are believed to have been unprovoked,"" the department wrote. ""Investigators are working to determine if bias was a motivating factor in the incident. This investigation is active and ongoing."""
reaction_6644,Article_255,White House,government_bodies,Not applicable,Politicians initiated anti-Asian hate and racism,WHITE HOUSE SAYS TRUMP'S COVID LANGUAGE ELEVATED THREAT TO ASIAN AMERICANS
reaction_6645,Article_256,Joe Biden,politicians,Non-Asian,Support Asian Americans,"On Friday, President Biden, saying that the investigation is still under way, mourned the victims and declared that ""hate can have no safe harbor in America."""
reaction_6646,Article_256,Moon Jae-in,politicians,Asian,Support Asian Americans,South Korean President Moon Jae-in has called the Atlanta killings shocking
reaction_6647,Article_256,Abraham Kim,professionals,Asian,Cannot be inferred,
reaction_6648,Article_256,Unknown White Man,perpetrators,Non-Asian,Cannot be inferred,
reaction_6649,Article_256,Korean Mothers,victims,Asian,Cannot be inferred,
reaction_665,Article_35,Boston City Council,government_bodies,Not applicable,Cannot be inferred,
reaction_6650,Article_256,Women of Asian Descent,victims,Asian,Cannot be inferred,
reaction_6651,Article_256,Ethnic Koreans,victims,Asian,Cannot be inferred,
reaction_6652,Article_256,South Korean Citizen,victims,Asian,Cannot be inferred,
reaction_6653,Article_256,Lee Myung-kyu,other_individuals,Asian,Cannot be inferred,
reaction_6654,Article_256,Han Ye-rim,other_individuals,Asian,Cannot be inferred,
reaction_6655,Article_256,Yoon Ji-a,other_individuals,Asian,Cannot be inferred,
reaction_6656,Article_256,Jean Lee,other_individuals,Asian,Cannot be inferred,
reaction_6657,Article_256,Jenna Lee,other_individuals,Asian,Cannot be inferred,
reaction_6658,Article_256,Local Police,law_enforcement_agencies,Not applicable,Cannot be inferred,
reaction_6659,Article_256,Authorities,law_enforcement_agencies,Not applicable,Cannot be inferred,Authorities say they are investigating whether the killings were racially motivated.
reaction_666,Article_35,Chinatown Main Street,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,"Per a spreadsheet run by a local advocacy group, Chinatown Main Street, a number of spots are still serving through third-party delivery apps, who receive a chunk of the revenue from each order. Chinatown Main Street organizers host virtual panels for restaurant owners and offer translated information on city, state, and federal assistance."
reaction_6660,Article_256,U.S. Government,government_bodies,Not applicable,Support Asian Americans,"South Korean President Moon Jae-in has called the Atlanta killings shocking, while the country's foreign ministry supported the U.S. government's efforts to stand against hatred and violence."
reaction_6661,Article_256,Foreign Ministry,government_bodies,Not applicable,Support Asian Americans,"""Such a crime is unacceptable under any circumstances,"" the foreign ministry said in a Saturday statement."
reaction_6662,Article_256,U.S. Embassy,government_bodies,Not applicable,Cannot be inferred,
reaction_6663,Article_256,Council of Korean Americans,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_6664,Article_257,Donald Trump,politicians,Non-Asian,Cannot be inferred,
reaction_6665,Article_257,Joe Biden,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"The Biden administration released an executive order acknowledging ""the Federal Government must recognize that it has played a role in furthering these xenophobic sentiments through the actions of political leaders, including references to the COVID-19 pandemic by the geographic location of its origin."
reaction_6666,Article_257,Kurt Bardella,professionals,Asian,Cannot be inferred,
reaction_6667,Article_257,Unknown Attacker (Flushing),perpetrators,Cannot be inferred,Cannot be inferred,
reaction_6668,Article_257,Unknown Attacker (Bay Area),perpetrators,Cannot be inferred,Cannot be inferred,
reaction_6669,Article_257,Unknown Attacker (NYC Stabbing),perpetrators,Cannot be inferred,Cannot be inferred,
reaction_667,Article_35,Boston Chinatown Tours,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_6670,Article_257,Unknown Harasser (Orange County),perpetrators,Cannot be inferred,Cannot be inferred,"A family in Orange County is the target of habitual harassment, so much so that neighbors have taken to literally guarding the family's home."
reaction_6671,Article_257,Unknown Spitter (San Francisco),perpetrators,Cannot be inferred,Cannot be inferred,
reaction_6672,Article_257,Unknown Message Sender,perpetrators,Cannot be inferred,Cannot be inferred,
reaction_6673,Article_257,Asian American Woman (Flushing),victims,Asian,Cannot be inferred,
reaction_6674,Article_257,Vicha Ratanapakdee,victims,Asian,Cannot be inferred,
reaction_6675,Article_257,Asian American Man (NYC Stabbing),victims,Asian,Cannot be inferred,
reaction_6676,Article_257,Asian American Family (Orange County),victims,Asian,Cannot be inferred,"A family in Orange County is the target of habitual harassment, so much so that neighbors have taken to literally guarding the family's home."
reaction_6677,Article_257,Asian American College Student,victims,Asian,Cannot be inferred,
reaction_6678,Article_257,Neighbors (Orange County),other_individuals,Cannot be inferred,Videotaping/confronting harasser/attacker,neighbors have taken to literally guarding the family's home.
reaction_6679,Article_257,Biden administration,government_bodies,Not applicable,Making an announcement to condemn anti-Asian hate,"The Biden administration released an executive order acknowledging ""the Federal Government must recognize that it has played a role in furthering these xenophobic sentiments through the actions of political leaders, including references to the COVID-19 pandemic by the geographic location of its origin."
reaction_668,Article_35,China King,business_entities,Not applicable,Cannot be inferred,So Huang closed her beloved 25-year-old restaurant last week — at least temporarily — after sparring with the decision for a while.
reaction_6680,Article_257,State of California,government_bodies,Not applicable,Takes actions to stop AAPI hate,The rise in violence prompted the state of California to commit $1.4 million toward helping Asian Americans report hate crimes.
reaction_6681,Article_257,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_6682,Article_258,Donald Trump,politicians,Non-Asian,Cannot be inferred,
reaction_6683,Article_258,Georgia Shooter,perpetrators,Cannot be inferred,Cannot be inferred,
reaction_6684,Article_258,White Man at Farmers Market,perpetrators,Non-Asian,Politicians initiated anti-Asian hate and racism,"A white man began yelling at me, loud enough for everyone in the area to hear how I was ""disgusting"" (with an expletive thrown in) and the reason for the pandemic."
reaction_6685,Article_258,Racist White Man,perpetrators,Non-Asian,Cannot be inferred,"It is hard to describe the myriad of feelings that coursed through me the day my children and I were spotted by a racist white man who threatened our family. As he shouted vulgarities from across the street, I made sure my children walked close beside me and away from his vitriol."
reaction_6686,Article_258,Asian Spa Shooting Victims,victims,Asian,Cannot be inferred,"When I first saw news of the recent shootings at spas in Georgia, which killed six women of Asian descent, I chose not to read further. For the first time, with the recent shootings, I saw a murder victim with the same last name as mine."
reaction_6687,Article_258,Asian Seniors,victims,Asian,Cannot be inferred,
reaction_6688,Article_258,Pearly Tan,other_individuals,Asian,Cannot be inferred,She describes her encounters over the years and the steps she has taken to protect herself and her family.
reaction_6689,Article_258,Author's Husband,other_individuals,Non-Asian,Cannot be inferred,
reaction_669,Article_35,Taiwan Cafe,business_entities,Not applicable,Cannot be inferred,
reaction_6690,Article_258,Author's Children,other_individuals,Asian,Not confronting attacker/harasser or not reporting,"When he was distracted for a moment, I grabbed my kids and weaved us into a crowd and then whisked them down a side street."
reaction_6691,Article_258,Author's Parents,other_individuals,Asian,Cannot be inferred,
reaction_6692,Article_258,Unstable Person with Stick,other_individuals,Cannot be inferred,Cannot be inferred,I adjusted my walking route to avoid the few people who were out and seemed unstable. But I met one of them again on my way home and she was holding a stick.
reaction_6693,Article_258,San Francisco Harasser,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_6694,Article_258,Farmers Market Partner,other_individuals,Cannot be inferred,Cannot be inferred,"I walked away, but he and his partner followed me to another store."
reaction_6695,Article_258,Colleagues and Friends,other_individuals,Cannot be inferred,Cannot be inferred,"For example, in my workplace, several people have reached out to offer support. From town halls and virtual meetings to chat groups for Asian-Americans and Pacific Islanders, some of my colleagues and friends truly care and I will not waste time running after those who do not."
reaction_6696,Article_259,Joe Biden,politicians,Non-Asian,Support Asian Americans,"He denounced the scourge of racism at times hidden ""in plain sight"" and called for a halt to related violence."
reaction_6697,Article_259,Donald Trump,politicians,Non-Asian,Cannot be inferred,
reaction_6698,Article_259,Anthony Fauci,professionals,Non-Asian,Cannot be inferred,
reaction_6699,Article_259,Unknown Atlanta Shooter,perpetrators,Cannot be inferred,Cannot be inferred,
reaction_67,Article_4,Chris Huang's grandfather,other_individuals,Asian,Cannot be inferred,
reaction_670,Article_35,Su Su Gourmet,business_entities,Not applicable,Cannot be inferred,
reaction_6700,Article_259,Unknown San Francisco Assailant,perpetrators,Non-Asian,Cannot be inferred,
reaction_6701,Article_259,Xie Xiaozhen,victims,Asian,Videotaping/confronting harasser/attacker,She picked up a wooden plank lying on the ground nearby and hit him in the face.
reaction_6702,Article_259,Six Asian Women,victims,Asian,Cannot be inferred,
reaction_6703,Article_259,Eight Atlanta Victims,victims,Cannot be inferred,Cannot be inferred,
reaction_6704,Article_259,Community Activists,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_6705,Article_259,Trump Supporters,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_6706,Article_259,Trump Voters,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_6707,Article_259,Sheriff's Office,law_enforcement_agencies,Not applicable,Cannot be inferred,
reaction_6708,Article_259,White House,government_bodies,Not applicable,Cannot be inferred,Now a 76-year-old Chinese woman who fought back against a white assailant has done more to inspire public empathy with the plight of her community than official expressions of concern and support from as high as the White House.
reaction_6709,Article_260,Marian Lien,professionals,Asian,Cannot be inferred,
reaction_671,Article_35,China Pearl,business_entities,Not applicable,Cannot be inferred,
reaction_6710,Article_260,Cara Cruz,professionals,Cannot be inferred,Support Asian Americans,"""The Pittsburgh Bureau of Police takes threats of violence, ethnic intimidation or hate crimes against any minority group extremely seriously and strongly encourages anyone who experiences this or witnesses suspicious behavior to report it to police immediately."""
reaction_6711,Article_260,Rabbi Hazzan Jeffrey Myers,professionals,Non-Asian,Support Asian Americans,"""We are firm in our resolve and commitment to building bridges of understanding so that we may work together to end all forms of racism, xenophobia and bigotry."""
reaction_6712,Article_260,Clyde Pickett,professionals,Cannot be inferred,Support Asian Americans,"""Our racial diversity is our strength, and it is crucial that everyone feel safe and supported here at Pitt."""
reaction_6713,Article_260,Lu-in Wang,professionals,Asian,Cannot be inferred,
reaction_6714,Article_260,Chad Dion Lassiter,professionals,Cannot be inferred,Support Asian Americans,"""We are taking this disturbing trend very seriously and have been actively meeting with colleagues, leaders and representatives of the AAPI community to address this issue head-on."""
reaction_6715,Article_260,Unknown Gunman,perpetrators,Cannot be inferred,Cannot be inferred,
reaction_6716,Article_260,Unknown Vandal,perpetrators,Cannot be inferred,Cannot be inferred,
reaction_6717,Article_260,Unknown Man,perpetrators,Cannot be inferred,Cannot be inferred,
reaction_6718,Article_260,Six Asian Women,victims,Asian,Cannot be inferred,
reaction_6719,Article_260,Asian Community Members,victims,Asian,Support Asian Americans,"""In this last year, we have seen our neighbors and community members face increasing amounts of anti-Asian hate crimes and we will not allow hate in our community,"" the center's leaders said in a statement."
reaction_672,Article_35,Third-party delivery apps,business_entities,Not applicable,Cannot be inferred,
reaction_6720,Article_260,Pittsburgh Bureau of Police,law_enforcement_agencies,Not applicable,Support Asian Americans,"""The Pittsburgh Bureau of Police takes threats of violence, ethnic intimidation or hate crimes against any minority group extremely seriously and strongly encourages anyone who experiences this or witnesses suspicious behavior to report it to police immediately."""
reaction_6721,Article_260,FBI,law_enforcement_agencies,Not applicable,Cannot be inferred,
reaction_6722,Article_260,state police,law_enforcement_agencies,Not applicable,Cannot be inferred,"Just last week, days before the attack in Atlanta, the Pennsylvania Human Relations Commission held a town hall on anti-Asian discrimination that involved policymakers, state police, community representatives and researchers who already expressed mounting concerns over escalating xenophobia."
reaction_6723,Article_260,Department of Public Safety,government_bodies,Not applicable,Cannot be inferred,
reaction_6724,Article_260,Pennsylvania Human Relations Commission,government_bodies,Not applicable,Organizing a town hall,"Just last week, days before the attack in Atlanta, the Pennsylvania Human Relations Commission held a town hall on anti-Asian discrimination that involved policymakers, state police, community representatives and researchers who already expressed mounting concerns over escalating xenophobia."
reaction_6725,Article_260,Organization for Chinese Americans,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_6726,Article_260,AAPI Stop Hate tracker,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_6727,Article_260,Thrash the State,ngo_or_advocacy_groups,Not applicable,Attending marches/rallies,"On Saturday afternoon, a ""Stop Asian Hate"" rally is planned at the intersection of Forbes and Oakland avenues, promoted by the region's social justice advocates and organized by a group called Thrash the State."
reaction_6728,Article_260,Jewish Community Center for Loving Kindness,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"""In this last year, we have seen our neighbors and community members face increasing amounts of anti-Asian hate crimes and we will not allow hate in our community,"" the center's leaders said in a statement."
reaction_6729,Article_260,Collaboratory Against Hate Research and Action Center,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,"Earlier this week, Carnegie Mellon University and the University of Pittsburgh announced partnering on a project to track online hate via the newly formed Collaboratory Against Hate Research and Action Center."
reaction_673,Article_35,Chinatown Main Street board of directors,community_groups,Not applicable,Cannot be inferred,
reaction_6730,Article_260,faith-based groups,community_groups,Not applicable,Support Asian Americans,"More than 40 organizations from the Pittsburgh region -- faith-based groups, labor unions, nonprofits, Black and Latino groups and others -- signed a March 3 letter condemning anti-Asian violence"
reaction_6731,Article_260,labor unions,community_groups,Not applicable,Support Asian Americans,"More than 40 organizations from the Pittsburgh region -- faith-based groups, labor unions, nonprofits, Black and Latino groups and others -- signed a March 3 letter condemning anti-Asian violence"
reaction_6732,Article_260,nonprofits,community_groups,Not applicable,Support Asian Americans,"More than 40 organizations from the Pittsburgh region -- faith-based groups, labor unions, nonprofits, Black and Latino groups and others -- signed a March 3 letter condemning anti-Asian violence"
reaction_6733,Article_260,Black and Latino groups,community_groups,Not applicable,Support Asian Americans,"More than 40 organizations from the Pittsburgh region -- faith-based groups, labor unions, nonprofits, Black and Latino groups and others -- signed a March 3 letter condemning anti-Asian violence"
reaction_6734,Article_260,Tree of Life synagogue,community_groups,Not applicable,Support Asian Americans,"Rabbi Hazzan Jeffrey Myers of the Tree of Life synagogue -- whose congregation was among those attacked by a gunman who killed 11 people on Oct. 27, 2018 -- issued a statement in support of his Asian and Asian American neighbors."
reaction_6735,Article_262,Bill de Blasio,politicians,Non-Asian,Support Asian Americans,"""Every community suffered, but there's been a particular pain, a particular horrible challenge, faced by the Asian American community,"" Mayor Bill de Blasio said. ""Because on top of all the suffering from the coronavirus itself, on top of losing loved ones losing businesses, people have had to confront horrible discrimination and hatred."""
reaction_6736,Article_262,Olivia Munn,celebrities,Asian,Speaking up on social media,OLIVIA MUNN SPEAKS OUT AGAINST VIOLENCE TOWARD ASIAN AMERICANS
