reaction_id,article_id,entity,entity_type,asian_status,reaction,reaction_reason,date
reaction_2799,Article_140,Rep. Grace Meng,politicians,Asian,Support Asian Americans,"Your president and your party and your colleagues can talk about issues with any other country that you want, but you don't have to do it by putting a bullseye on the back of Asian-Americans across this country, on our grandparents, on our kids, Meng said.",2021-03-18
reaction_2800,Article_140,Rep. Sheila Jackson Lee,politicians,Non-Asian,Cannot be inferred,,2021-03-18
reaction_2801,Article_140,freshman congresswoman Cori Bush,politicians,Non-Asian,Support Asian Americans,"""The rise of hate crimes against Asian-Americans is inherently tied to anti-Asian American rhetoric, some of which has come out of this very chamber,"" said freshman congresswoman Cori Bush.",2021-03-18
reaction_2802,Article_140,President Trump,politicians,Non-Asian,Support Asian Americans,Democrats accuse Trump and Republicans of fueling anti-Asian hate by using inflammatory rhetoric about COVID-19.,2021-03-18
reaction_2803,Article_140,Erika Lee,professionals,Asian,Cannot be inferred,,2021-03-18
reaction_2804,Article_140,Robert Aaron Long,perpetrators,Non-Asian,Cannot be inferred,,2021-03-18
reaction_2805,Article_140,Asian Women,victims,Asian,Cannot be inferred,,2021-03-18
reaction_2806,Article_140,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2021-03-18
reaction_2807,Article_141,Donald Trump,politicians,Non-Asian,Cannot be inferred,,2020-04-26
reaction_2808,Article_141,Joe Biden,politicians,Non-Asian,Cannot be inferred,,2020-04-26
reaction_2809,Article_141,Gabe Davis,politicians,Cannot be inferred,Cannot be inferred,,2020-04-26
reaction_2810,Article_141,Emilie Olsen,victims,Asian,Cannot be inferred,,2020-04-26
reaction_2811,Article_141,Asian American Family,victims,Asian,Cannot be inferred,,2020-04-26
reaction_2812,Article_141,Vincent Chin,victims,Asian,Cannot be inferred,,2020-04-26
reaction_2813,Article_141,Ohio Progressive Asian Women's Leadership,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"According to an open letter condemning coronavirus-fueled racism that was organized by the Ohio Progressive Asian Women's Leadership and signed by over 100 Ohio organizations, children across Ohio have recently experienced increased bullying based on their AAPI heritage.",2020-04-26
reaction_2814,Article_141,FBI,law_enforcement_agencies,Not applicable,Cannot be inferred,,2020-04-26
reaction_2815,Article_142,Scott Morrison,politicians,Non-Asian,Cannot be inferred,,2020-04-11
reaction_2816,Article_142,Donald Trump,politicians,Non-Asian,Cannot be inferred,,2020-04-11
reaction_2817,Article_142,Tim Soutphommasane,professionals,Asian,Cannot be inferred,,2020-04-11
reaction_2818,Article_142,Unknown Man,perpetrators,Non-Asian,Cannot be inferred,,2020-04-11
reaction_2819,Article_142,Asian Australians,victims,Asian,Cannot be inferred,,2020-04-11
reaction_2820,Article_142,John Yu,other_individuals,Asian,Cannot be inferred,,2020-04-11
reaction_2821,Article_142,Benjamin Law,other_individuals,Asian,Cannot be inferred,,2020-04-11
reaction_2822,Article_142,Adam Liaw,other_individuals,Asian,Cannot be inferred,,2020-04-11
reaction_2823,Article_142,Australian Human Rights Commission,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-11
reaction_2824,Article_143,Judy Chu,politicians,Asian,Cannot be inferred,,2020-04-06
reaction_2825,Article_143,Tammy Cho,professionals,Asian,Cannot be inferred,,2020-04-06
reaction_2826,Article_143,Selina Guo,professionals,Asian,Cannot be inferred,,2020-04-06
reaction_2827,Article_143,Asian Woman,victims,Asian,Cannot be inferred,,2020-04-06
reaction_2828,Article_143,Michelle Hanabusa,professionals,Asian,Support Asian Americans,The hashtag 'is meant to combat any of these stigmas.',2020-04-06
reaction_2829,Article_143,Bryan Pham,other_individuals,Asian,Fostering conversations about anti-Asian hate,"Bryan Pham, who leads the 44,000-member Asian Hustle Network private group on Facebook, says the campaign 'aims to increase awareness against racism and xenophobia while normalizing the need for Americans to wear masks to protect themselves from COVID-19.'",2020-04-06
reaction_2830,Article_143,FBI,law_enforcement_agencies,Not applicable,Cannot be inferred,,2020-04-06
reaction_2831,Article_143,CDC,government_bodies,Not applicable,Support Asian Americans,"Last week the Centers for Disease Control asked Americans to wear non-medical masks in public, which the activists see as an opportunity to spread their message that racist attacks related to the virus must stop.",2020-04-06
reaction_2832,Article_143,Congress,government_bodies,Not applicable,Support Asian Americans,"Two-dozen federal lawmakers from the Congressional Asian Pacific American Caucus (CAPAC), wrote a letter urging Congress 'to help us prevent hysteria, ignorant attacks, and racist assaults that have been fueled by misinformation pertaining to the 2019 novel coronavirus.'",2020-04-06
reaction_2833,Article_143,UPRISERS,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,"Michelle Hanabusa, founder of UPRISERS, a Los Angeles-based clothing brand, sells masks emblazoned with the hashtag on her website.",2020-04-06
reaction_2834,Article_143,BetterBrave,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-06
reaction_2835,Article_143,ADMERASIA,business_entities,Not applicable,Cannot be inferred,,2020-04-06
reaction_2836,Article_143,Meltwater,business_entities,Not applicable,Cannot be inferred,,2020-04-06
reaction_2837,Article_143,Asian Hustle Network,community_groups,Not applicable,Fostering conversations about anti-Asian hate,the campaign 'aims to increase awareness against racism and xenophobia',2020-04-06
reaction_2838,Article_143,Congressional Asian Pacific American Caucus,community_groups,Not applicable,Support Asian Americans,"Two-dozen federal lawmakers from the Congressional Asian Pacific American Caucus (CAPAC), wrote a letter urging Congress 'to help us prevent hysteria, ignorant attacks, and racist assaults that have been fueled by misinformation pertaining to the 2019 novel coronavirus.'",2020-04-06
reaction_2839,Article_144,Nadine Woodward,politicians,Non-Asian,Cannot be inferred,,2020-04-09
reaction_2840,Article_144,Pui-Yan Lam,professionals,Asian,Support Asian Americans,"I would like people in Spokane to not only denounce hate, but also to choose compassion when we speak.",2020-04-09
reaction_2841,Article_144,Asian Americans,victims,Asian,Cannot be inferred,,2020-04-09
reaction_2842,Article_144,friends of Asian descent,other_individuals,Asian,Cannot be inferred,,2020-04-09
reaction_2843,Article_144,Spokane Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,,2020-04-09
reaction_2844,Article_144,San Francisco State University's Asian American Studies Department,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-09
reaction_2845,Article_145,State Assemblyman Ron Kim,politicians,Asian,Organizing a town hall,"State Assemblyman Ron Kim, a Democrat who represents parts of Queens, said he is planning to host a series of virtual town hall meetings to build solidarity around the pandemic.",2020-04-02
reaction_2846,Article_145,NYPD Chief of Detectives Rodney Harrison,professionals,Non-Asian,Support Asian Americans,"""We can't allow this thing to separate us, Mr. Harrison said in an interview Wednesday. 'We have to work together, and we can't choose a certain community to blame them in regards to what's going on.'""",2020-04-02
reaction_2847,Article_145,"Richard Green, chief executive of a Brooklyn nonprofit",professionals,Non-Asian,Cannot be inferred,,2020-04-02
reaction_2848,Article_145,the man who called them slurs,perpetrators,Non-Asian,Cannot be inferred,,2020-04-02
reaction_2849,Article_145,three 15-year-old girls,perpetrators,Non-Asian,Cannot be inferred,,2020-04-02
reaction_2850,Article_145,a 51-year-old woman,victims,Cannot be inferred,Cannot be inferred,,2020-04-02
reaction_2851,Article_145,the woman with her boyfriend,victims,Asian,Cannot be inferred,,2020-04-02
reaction_2852,Article_145,New York Police Department,law_enforcement_agencies,Not applicable,Takes actions to stop AAPI hate,NYPD officers have made arrests in seven of those cases.,2020-04-02
reaction_2853,Article_145,Crown Heights Youth Collective,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-02
reaction_2854,Article_147,Mr Donald Trump,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"The President of the United States, the country with the highest count now of afflicted individuals, has repeatedly called it the 'Chinese virus'.",2020-04-01
reaction_2855,Article_147,Mike Pompeo,politicians,Non-Asian,Cannot be inferred,,2020-04-01
reaction_2856,Article_147,Michael Bloomberg,politicians,Non-Asian,Support Asian Americans,"They include former New York mayor Michael Bloomberg, who made it a point to announce that he would dine in a Chinese restaurant.",2020-04-01
reaction_2857,Article_147,Asian Woman,victims,Asian,Cannot be inferred,,2020-04-01
reaction_2858,Article_147,Singaporean,victims,Asian,Cannot be inferred,,2020-04-01
reaction_2859,Article_148,Yue Qu,victims,Asian,Cannot be inferred,,2020-04-15
reaction_2860,Article_148,Lyujiang Chen,victims,Asian,Cannot be inferred,,2020-04-15
reaction_2861,Article_148,Calvin Lei,victims,Asian,Cannot be inferred,,2020-04-15
reaction_2862,Article_148,Eva Chen,victims,Asian,Cannot be inferred,,2020-04-15
reaction_2863,Article_148,Unnamed Graduate Student,victims,Asian,Cannot be inferred,,2020-04-15
reaction_2864,Article_148,Two Men,perpetrators,Cannot be inferred,Cannot be inferred,,2020-04-15
reaction_2865,Article_148,Some Chinese Students,victims,Cannot be inferred,Cannot be inferred,,2020-04-15
reaction_2866,Article_148,Citizens,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-15
reaction_2867,Article_148,Authorities in Guangzhou,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-15
reaction_2868,Article_148,Federal Bureau of Investigation,law_enforcement_agencies,Not applicable,Cannot be inferred,,2020-04-15
reaction_2869,Article_148,Network Contagion Research Institute,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-15
reaction_2870,Article_148,Asian Pacific Planning and Policy Council,ngo_or_advocacy_groups,Not applicable,Installing hotlines,A reporting platform for coronavirus-related discrimination set up late last month by the California-based groups Asian Pacific Planning and Policy Council and Chinese for Affirmative Action received over a thousand reports of such incidents in two weeks.,2020-04-15
reaction_2871,Article_148,Chinese for Affirmative Action,ngo_or_advocacy_groups,Not applicable,Installing hotlines,A reporting platform for coronavirus-related discrimination set up late last month by the California-based groups Asian Pacific Planning and Policy Council and Chinese for Affirmative Action received over a thousand reports of such incidents in two weeks.,2020-04-15
reaction_2872,Article_148,San Francisco State University's Asian American Studies Department,community_groups,Not applicable,Cannot be inferred,,2020-04-15
reaction_2873,Article_149,Gov. Phil Murphy,politicians,Non-Asian,Cannot be inferred,,2020-04-16
reaction_2874,Article_149,Spyros D. Orfanos,professionals,Cannot be inferred,Cannot be inferred,,2020-04-16
reaction_2875,Article_149,Michael Aaron Rockland,professionals,Non-Asian,Cannot be inferred,,2020-04-16
reaction_2876,Article_149,Lisa Lyons,professionals,Cannot be inferred,Cannot be inferred,,2020-04-16
reaction_2877,Article_149,Asian Woman,victims,Asian,Cannot be inferred,,2020-04-16
reaction_2878,Article_149,Asian Passenger,victims,Asian,Cannot be inferred,,2020-04-16
reaction_2879,Article_149,Asian Student,victims,Asian,Cannot be inferred,,2020-04-16
reaction_2880,Article_149,Evan Bernstein,other_individuals,Non-Asian,Cannot be inferred,,2020-04-16
reaction_2881,Article_149,Anti-Defamation League,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-16
reaction_2882,Article_149,Unknown White Man,perpetrators,Non-Asian,Cannot be inferred,,2020-04-16
reaction_2883,Article_149,Unknown Woman,perpetrators,Cannot be inferred,Cannot be inferred,,2020-04-16
reaction_2884,Article_149,Unknown Men,perpetrators,Cannot be inferred,Cannot be inferred,,2020-04-16
reaction_2885,Article_149,Uncle Paul Nehlen,perpetrators,Non-Asian,Cannot be inferred,,2020-04-16
reaction_2886,Article_150,President Donald Trump,politicians,Non-Asian,Cannot be inferred,,2020-04-23
reaction_2887,Article_150,Yuming Wang,professionals,Asian,Fostering conversations about anti-Asian hate,"Wang, who is the honorary chairman of the Pennsylvania United Chinese Coalition, decided to create a WeChat group for Chinese Americans who were worried about the rising numbers of racist incidents during the pandemic.",2020-04-23
reaction_2888,Article_150,Gilbert Gee,professionals,Non-Asian,Cannot be inferred,,2020-04-23
reaction_2889,Article_150,Kevin Nadal,professionals,Asian,Cannot be inferred,,2020-04-23
reaction_2890,Article_150,Suzanne Chong,professionals,Non-Asian,Support Asian Americans,"many organizations, like the U.S. Commission on Civil Rights, have condemned anti-Asian American rhetoric.",2020-04-23
reaction_2891,Article_150,Chinese Woman,victims,Asian,Cannot be inferred,,2020-04-23
reaction_2892,Article_150,16-year-old Asian American Student,victims,Asian,Cannot be inferred,,2020-04-23
reaction_2893,Article_150,Min Son,victims,Asian,Cannot be inferred,,2020-04-23
reaction_2894,Article_150,Philadelphians,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-23
reaction_2895,Article_150,Chinese Americans,other_individuals,Asian,Cannot be inferred,,2020-04-23
reaction_2896,Article_150,group members,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-23
reaction_2897,Article_150,"friends, family members, community and religious leaders, and mental health professionals",other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-23
reaction_2898,Article_150,Philadelphia Police,law_enforcement_agencies,Not applicable,Cannot be inferred,"Soon after, he began working closely with state and local police, the Philadelphia Commission on Human Relations, and other law enforcement agencies to encourage Chinese Americans who experience racist incidents to report them.",2020-04-23
reaction_2899,Article_150,U.S. Commission on Civil Rights,government_bodies,Not applicable,Support Asian Americans,"She pointed out that many organizations, like the U.S. Commission on Civil Rights, have condemned anti-Asian American rhetoric.",2020-04-23
reaction_2900,Article_150,Pennsylvania United Chinese Coalition,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,"Wang, who is the honorary chairman of the Pennsylvania United Chinese Coalition, decided to create a WeChat group for Chinese Americans who were worried about the rising numbers of racist incidents during the pandemic.",2020-04-23
reaction_2901,Article_151,Andrew Yang,politicians,Asian,Calling for being united,Former presidential candidate Andrew Yang recently argued in The Washington Post that Asian Americans 'need to embrace and show our American-ness in ways we never have before... We should show without a shadow of a doubt that we are Americans who will do our part for our country in this time of need.',2020-04-24
reaction_2902,Article_151,Joe Biden,politicians,Non-Asian,Cannot be inferred,,2020-04-24
reaction_2903,Article_151,Principal of the Hampton Institute,professionals,Cannot be inferred,Cannot be inferred,,2020-04-24
reaction_2904,Article_151,Unknown Attacker,perpetrators,Non-Asian,Cannot be inferred,,2020-04-24
reaction_2905,Article_151,Asian Family,victims,Asian,Cannot be inferred,,2020-04-24
reaction_2906,Article_151,2-year-old child,victims,Asian,Cannot be inferred,,2020-04-24
reaction_2907,Article_151,Black community,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-24
reaction_2908,Article_151,vigilante,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-24
reaction_2909,Article_151,white citizens,other_individuals,Non-Asian,Cannot be inferred,,2020-04-24
reaction_2910,Article_151,350 African Americans,other_individuals,Asian,Cannot be inferred,,2020-04-24
reaction_2911,Article_152,Benny White,politicians,Cannot be inferred,Fostering conversations about anti-Asian hate,He also has been hosting a series of Naperville Neighbors United meetings to promote dialogue around race and inclusion.,2020-04-22
reaction_2912,Article_152,Doug Krieger,politicians,Cannot be inferred,Cannot be inferred,,2020-04-22
reaction_2913,Article_152,Unknown Women,perpetrators,Non-Asian,Cannot be inferred,,2020-04-22
reaction_2914,Article_152,Chinese American Man,victims,Asian,Cannot be inferred,,2020-04-22
reaction_2915,Article_152,Nancy Chen,other_individuals,Asian,Support Asian Americans,"Nancy Chen and Bill Liu both asked the council to denounce these and other actions that they say have unfairly stereotyped and singled out Asian American people, especially in light of the coronavirus pandemic.",2020-04-22
reaction_2916,Article_152,Bill Liu,other_individuals,Asian,Support Asian Americans,"Nancy Chen and Bill Liu both asked the council to denounce these and other actions that they say have unfairly stereotyped and singled out Asian American people, especially in light of the coronavirus pandemic. Council members echoed Chen’s and Liu’s denouncement of the remarks, with everyone on the panel saying there is no place in Naperville and no place in public discourse for such statements.",2020-04-22
reaction_2917,Article_152,Erika DeCarlo,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-22
reaction_2918,Article_152,Naperville Crime Stoppers,law_enforcement_agencies,Not applicable,Rewarding the public to report the info about the suspects,"Naperville Crime Stoppers is offering a reward of up to $1,000 for information that leads to an arrest in the case.",2020-04-22
reaction_2919,Article_152,City Council,government_bodies,Not applicable,Support Asian Americans,"City council members, during a virtual meeting Tuesday, thanked two Chinese leaders for stepping up to condemn a series of remarks that were read into the record during a meeting April 7 and an attack reported March 21.",2020-04-22
reaction_2920,Article_152,Buffalo Wild Wings,business_entities,Not applicable,Cannot be inferred,,2020-04-22
reaction_2921,Article_152,Opt Out group,community_groups,Not applicable,Cannot be inferred,,2020-04-22
reaction_2922,Article_152,Naperville Neighbors United,community_groups,Not applicable,Fostering conversations about anti-Asian hate,He also has been hosting a series of Naperville Neighbors United meetings to promote dialogue around race and inclusion.,2020-04-22
reaction_2923,Article_153,Donald Trump,politicians,Non-Asian,Cannot be inferred,,2020-04-02
reaction_2924,Article_153,Dr Russell Jeung,professionals,Asian,Takes actions to stop AAPI hate,"Hundreds of news reports about similar incidents this year prompted Dr Russell Jeung, a professor of Asian American studies at San Francisco State University, to set up an online reporting centre for personal accounts of such experiences.",2020-04-02
reaction_2925,Article_153,Ms Kristine Villanueva,professionals,Asian,Cannot be inferred,,2020-04-02
reaction_2926,Article_153,MR JEFF YANG,celebrities,Asian,Cannot be inferred,,2020-04-02
reaction_2927,Article_153,Chinese-American Family,victims,Asian,Cannot be inferred,,2020-04-02
reaction_2928,Article_153,Older Asian Man,victims,Asian,Cannot be inferred,,2020-04-02
reaction_2929,Article_153,Russell Jeung's Family,victims,Asian,Cannot be inferred,,2020-04-02
reaction_2930,Article_153,Gun-store Owner,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-02
reaction_2931,Article_153,Older White Woman,other_individuals,Non-Asian,Cannot be inferred,,2020-04-02
reaction_2932,Article_153,Federal Bureau of Investigation,law_enforcement_agencies,Not applicable,Cannot be inferred,,2020-04-02
reaction_2933,Article_153,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,Exact sentence(s) from relevant_sentences,2020-04-02
reaction_2934,Article_153,Asian Pacific Planning and Policy Council,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-02
reaction_2935,Article_153,Chinese for Affirmative Action,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-02
reaction_2936,Article_154,President Donald Trump,politicians,Non-Asian,Cannot be inferred,,2020-04-23
reaction_2937,Article_154,John Paul Catungal,professionals,Cannot be inferred,Cannot be inferred,,2020-04-23
reaction_2938,Article_154,Tania Visintin,professionals,Cannot be inferred,Support Asian Americans,"""It's not right and we're not going to tolerate it.""",2020-04-23
reaction_2939,Article_154,Meaghan Gray,professionals,Cannot be inferred,Cannot be inferred,,2020-04-23
reaction_2940,Article_154,Unknown Suspect,perpetrators,Non-Asian,Cannot be inferred,,2020-04-23
reaction_2941,Article_154,92-year-old man,victims,Asian,Cannot be inferred,"Vancouver police are reporting a recent spike in hateful attacks against East Asian people amid the COVID-19 pandemic, with the force issuing a public appeal to identify the middle-aged suspect in the shocking assault of a 92-year-old man at a convenience store.",2020-04-23
reaction_2942,Article_154,senior East Asian man,victims,Asian,Cannot be inferred,,2020-04-23
reaction_2943,Article_154,Vancouver Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,,2020-04-23
reaction_2944,Article_154,Toronto Police Service,law_enforcement_agencies,Not applicable,Cannot be inferred,,2020-04-23
reaction_2945,Article_154,FBI,law_enforcement_agencies,Not applicable,Cannot be inferred,,2020-04-23
reaction_2946,Article_154,Statistics Canada,government_bodies,Not applicable,Cannot be inferred,,2020-04-23
reaction_2947,Article_155,Commissioner Marvin Rodriguez,politicians,Non-Asian,Cannot be inferred,Exact sentence(s) from relevant_sentences,2020-04-12
reaction_2948,Article_155,Kansas Rep. Rui Xu,politicians,Asian,Support Asian Americans,"Kansas Rep. Rui Xu, a Democrat from Westwood, said words have an effect on Asian Americans living in the United States. '...for Asian Americans, this is actually dangerous for us here...it's actually harming people here, so you’ve got to stop.'",2020-04-12
reaction_2949,Article_155,Gov. Laura Kelly,politicians,Non-Asian,Support Asian Americans,"“I abhor any acts of aggression, particularly when they are motivated by race, gender, sexual orientation, whatever, so I would ask Kansans to please not do that.”",2020-04-12
reaction_2950,Article_155,Dennis Butler,professionals,Non-Asian,Support Asian Americans,"“Violence, threats of violence, bias and hate crimes directed toward Asian Americans is as unacceptable as it is against any persons who are targeted because of what they look like or where they come from,” Butler said.",2020-04-12
reaction_2951,Article_155,Shana Bender,professionals,Cannot be inferred,Cannot be inferred,,2020-04-12
reaction_2952,Article_155,Asian American Woman,victims,Asian,Cannot be inferred,,2020-04-12
reaction_2953,Article_155,Fanny Fang,other_individuals,Asian,Speaking up on social media,Fang has been outspoken about the harassment of Asian Americans.,2020-04-12
reaction_2954,Article_155,Riley County Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,,2020-04-12
reaction_2955,Article_155,Manhattan Alliance for Peace and Justice,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-12
reaction_2956,Article_155,Asian Market,business_entities,Not applicable,Cannot be inferred,,2020-04-12
reaction_2957,Article_156,Dr. Olayiwola R. Adetunji,professionals,Cannot be inferred,Cannot be inferred,,2020-04-26
reaction_2958,Article_156,Dr. Sangeeta Jha,professionals,Asian,Cannot be inferred,,2020-04-26
reaction_2959,Article_156,Asian American friends,victims,Asian,Cannot be inferred,,2020-04-26
reaction_2960,Article_156,Emmanuel Oppong,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-26
reaction_2961,Article_156,Eunice Adjei,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-26
reaction_2962,Article_156,Ryan Daniel,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-26
reaction_2963,Article_156,Jonathan Wong,other_individuals,Asian,Cannot be inferred,,2020-04-26
reaction_2964,Article_156,Jugaad Leadership Program,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-26
reaction_2965,Article_156,St. Cloud Metro Bus,business_entities,Not applicable,Cannot be inferred,,2020-04-26
reaction_2966,Article_156,Central Minnesota Community,community_groups,Not applicable,Cannot be inferred,,2020-04-26
reaction_2967,Article_157,Dinesh Khadka,politicians,Asian,Cannot be inferred,,2020-04-24
reaction_2968,Article_157,Sarad Raj Aran,politicians,Asian,Cannot be inferred,,2020-04-24
reaction_2969,Article_157,Narayani Devkota,professionals,Asian,Cannot be inferred,,2020-04-24
reaction_2970,Article_157,Kainaz Amaria,professionals,Cannot be inferred,Cannot be inferred,,2020-04-24
reaction_2971,Article_157,Milan Limbu,victims,Asian,Cannot be inferred,,2020-04-24
reaction_2972,Article_157,Basanta Maden,victims,Asian,Cannot be inferred,,2020-04-24
reaction_2973,Article_157,Roshan Gurung,victims,Asian,Cannot be inferred,,2020-04-24
reaction_2974,Article_157,Haushala Thapa Zimba,victims,Asian,Cannot be inferred,,2020-04-24
reaction_2975,Article_157,Neelima Limbu,victims,Asian,Cannot be inferred,,2020-04-24
reaction_2976,Article_157,Ram Kumar Limbu,other_individuals,Asian,Cannot be inferred,,2020-04-24
reaction_2977,Article_157,Ratna Limbu,other_individuals,Asian,Cannot be inferred,,2020-04-24
reaction_2978,Article_157,Alan Mercel-Sanca,professionals,Cannot be inferred,Support Asian Americans,Mercel-Sanca urged the authorities to monitor and act to prevent racially motivated crimes against British Gorkhas.,2020-04-24
reaction_2979,Article_157,UK-Nepal Friendship Society,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-24
reaction_2980,Article_158,J Chong,professionals,Asian,Fostering conversations about anti-Asian hate,"""I think it's very, very important that people know this is happening to Asian Americans right now... So, it's very important we talk about it.""",2020-04-13
reaction_2981,Article_158,Al Murray,professionals,Non-Asian,Cannot be inferred,,2020-04-13
reaction_2982,Article_158,Ricky Leung,professionals,Asian,Cannot be inferred,,2020-04-13
reaction_2983,Article_158,Calvin Chu,professionals,Asian,Cannot be inferred,,2020-04-13
reaction_2984,Article_158,Campaign for Southern Equality,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-13
reaction_2985,Article_158,North Carolina Asian Americans Together,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-13
reaction_2986,Article_158,Katie Button Restaurants,business_entities,Not applicable,Cannot be inferred,,2020-04-13
reaction_2987,Article_158,Danielle,other_individuals,Cannot be inferred,Cannot be inferred,,2020-04-13
reaction_2988,Article_158,Al Gregory,professionals,Cannot be inferred,Cannot be inferred,,2020-04-13
reaction_2989,Article_158,Brian Gordon,professionals,Cannot be inferred,Cannot be inferred,,2020-04-13
reaction_2990,Article_159,Donald Trump,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"Moreover, US President Donald Trump's frequent references to the coronavirus as the 'Chinese virus' has been criticized as anti-Chinese and racist, as well as diversionary.",2020-04-12
reaction_2991,Article_159,K Shanmugam,politicians,Asian,Support Asian Americans,"Home Affairs and Law Minister K Shanmugam slammed the comments as 'silly', 'xenophobic' and 'thoroughly racist' and is 'quite unacceptable from anyone, let alone someone who is supposed to be a religious teacher'.",2020-04-12
reaction_2992,Article_159,Dr Tedros Adhanom,professionals,Non-Asian,Cannot be inferred,,2020-04-12
reaction_2993,Article_159,Scott Kennedy,professionals,Non-Asian,Cannot be inferred,,2020-04-12
reaction_2994,Article_159,Abdul Halim bin Abdul Karim,perpetrators,Asian,Cannot be inferred,,2020-04-12
reaction_2995,Article_159,Chinese people,victims,Asian,Cannot be inferred,,2020-04-12
reaction_2996,Article_159,East Asian and South Asian descent individuals,victims,Asian,Cannot be inferred,,2020-04-12
reaction_2997,Article_159,Wuhan natives,victims,Asian,Cannot be inferred,,2020-04-12
reaction_2998,Article_159,Chinese tourists,victims,Asian,Cannot be inferred,,2020-04-12
reaction_2999,Article_159,Asian Americans,victims,Asian,Cannot be inferred,,2020-04-12
reaction_3000,Article_159,Ilyas Sharfuddin,other_individuals,Asian,Cannot be inferred,,2020-04-12
reaction_3001,Article_159,World Health Organization,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-12
reaction_3002,Article_159,FAIR,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-12
reaction_3003,Article_160,President Donald Trump,politicians,Non-Asian,Support Asian Americans,"'It is very important that we totally protect our Asian-American community in the United States, and all around the world.' 'They are amazing people, and the spreading of the Virus is not their fault in any way, shape or form. They are working closely with us to get rid of it. We will prevail together!'",2020-04-19
reaction_3004,Article_160,Jennifer Ho,professionals,Asian,Support Asian Americans,"'I want people to step up and say, ‘This is not OK.’' 'When you hear people say racist things, tell them you think what they just said is racist and they shouldn’t say it because it harms people.'",2020-04-19
reaction_3005,Article_160,Manya Whitaker,professionals,Cannot be inferred,Cannot be inferred,,2020-04-19
reaction_3006,Article_160,Maria,victims,Asian,Cannot be inferred,,2020-04-19
reaction_3007,Article_160,Asian-American woman,victims,Asian,Cannot be inferred,,2020-04-19
reaction_3008,Article_160,Chinese nationals,victims,Asian,Cannot be inferred,,2020-04-19
reaction_3009,Article_160,Chinese-Americans,victims,Asian,Cannot be inferred,,2020-04-19
reaction_3010,Article_160,people of Asian heritage,victims,Asian,Cannot be inferred,,2020-04-19
reaction_3011,Article_160,170 Chinese students,victims,Asian,Cannot be inferred,,2020-04-19
reaction_3012,Article_160,Cynthia Chung Aki,other_individuals,Asian,Support Asian Americans,"'Yes, it originated in China, but it is not an Asian issue — it’s everybody’s issue,' she said.",2020-04-19
reaction_3013,Article_160,Stop Asian-Americans and Pacific Islanders Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-19
reaction_3014,Article_160,Golden Lotus Foundation,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-19
reaction_3015,Article_160,World Health Organization,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-19
reaction_3016,Article_160,Association for Asian American Studies,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,,2020-04-19
reaction_3017,Article_161,Sapna Raj,professionals,Cannot be inferred,Cannot be inferred,,2020-04-19
reaction_3018,Article_161,Manjusha P. Kulkarni,professionals,Asian,Cannot be inferred,,2020-04-19
